ID	GLOSS
1517	WRAP
1518	WRIST
1519	WRITE
1520	WRONG
1521	YAM
1522	YARD
1523	YEAR
1524	YELLOW
1525	YES
1526	YESTERDAY
1527	YOLK
1528	YOU
1529	YOUNG
1530	YOUNG MAN
1531	YOUNG WOMAN
1532	YOUNGER BROTHER
1533	YOUNGER SIBLING
1534	YOUNGER SISTER
1535	ZERO
